Home Team Name, Outcome, Home Team Goals, Away Team Goals, Goal Diff, X1, X2, Away Team Name, Location, Date
Zimbabwe,won,17,8,+9,-,-,Spain,Madrid,3 Sep 1983
Spain,lost,8,17,-9,-,-,Zimbabwe,Madrid,3 Sep 1983
Fiji,won,18,10,+8,-,-,Samoa,Apia,5 Sep 1983
Samoa,lost,10,18,-8,-,-,Fiji,Apia,5 Sep 1983
Italy,won,27,9,+18,9,3,Spain,Casablanca,7 Sep 1983
Spain,lost,9,27,-18,3,9,Italy,Casablanca,7 Sep 1983
Morocco,lost,15,25,-10,-,-,France XV,Casablanca,8 Sep 1983
Fiji,won,86,0,+86,-,-,Solomon Is,Apia,8 Sep 1983
Solomon Islands,lost,0,86,-86,-,-,Fiji,Apia,8 Sep 1983
Tahiti,lost,9,102,-93,-,-,Fiji XV,Apia,9 Sep 1983
Italy,won,15,9,+6,9,6,Morocco,Casablanca,10 Sep 1983
Morocco,lost,9,15,-6,6,9,Italy,Casablanca,10 Sep 1983
Spain,lost,0,60,-60,-,-,France XV,Casablanca,10 Sep 1983
Fiji,won,120,4,+116,-,-,Niue Island,Apia,10 Sep 1983
Niue Island,lost,4,120,-116,-,-,Fiji,Apia,10 Sep 1983
Morocco,won,10,3,+7,-,-,Spain,Casablanca,13 Sep 1983
Italy,lost,12,26,-14,6,12,France XV,Casablanca,13 Sep 1983
Spain,lost,3,10,-7,-,-,Morocco,Casablanca,13 Sep 1983
Fiji,won,38,10,+28,-,-,Tonga,Apia,14 Sep 1983
Tonga,lost,10,38,-28,-,-,Fiji,Apia,14 Sep 1983
New Caledonia,lost,6,104,-98,-,-,Fiji XV,Apia,15 Sep 1983
Spain,lost,0,60,-60,-,-,France XV,Casablanca,19 Sep 1983
Japan,lost,10,15,-5,4,12,Ox & Camb,Tokyo,25 Sep 1983
Czechia,won,20,10,+10,3,10,Sweden,Prague,25 Sep 1983
Sweden,lost,10,20,-10,10,3,Czech Rep,Prague,25 Sep 1983
Canada,lost,0,27,-27,0,21,England XV,Twickenham,15 Oct 1983
Australia,won,29,7,+22,13,3,Italy,Rovigo,22 Oct 1983
Tunisia,won,25,6,+19,-,-,Sweden,Monastir,22 Oct 1983
Italy,lost,7,29,-22,3,13,Australia,Rovigo,22 Oct 1983
Sweden,lost,6,25,-19,-,-,Tunisia,Monastir,22 Oct 1983
Japan,lost,24,29,-5,10,14,Wales XV,Cardiff,22 Oct 1983
Tunisia,won,23,9,+14,-,-,,Tunis,29 Oct 1983
West Germany,lost,9,23,-14,-,-,Tunisia,Tunis,29 Oct 1983
Soviet Union,won,16,7,+9,12,0,Italy,Kiev,30 Oct 1983
Italy,lost,7,16,-9,0,12,,Kiev,30 Oct 1983
Romania,won,31,0,+31,-,-,Poland,Bucharest,30 Oct 1983
Poland,lost,0,31,-31,-,-,Romania,Bucharest,30 Oct 1983
Czechia,won,20,16,+4,11,6,Serbia & Mon,Split,5 Nov 1983
Serbia and Montenegro,lost,16,20,-4,6,11,Czech Rep,Split,5 Nov 1983
Belgium,draw,6,6,0,-,-,Netherlands,Hilversum,5 Nov 1983
Netherlands,draw,6,6,0,-,-,Belgium,Hilversum,5 Nov 1983
Romania,won,24,6,+18,-,-,Wales,Bucharest,12 Nov 1983
Wales,lost,6,24,-18,-,-,Romania,Bucharest,12 Nov 1983
New Zealand,draw,25,25,0,15,16,Scotland,Murrayfield,12 Nov 1983
Scotland,draw,25,25,0,16,15,New Zealand,Murrayfield,12 Nov 1983
West Germany,won,38,0,+38,-,-,Serbia & Mon,Bonn,13 Nov 1983
Serbia and Montenegro,lost,0,38,-38,-,-,,Bonn,13 Nov 1983
Australia,draw,15,15,0,6,9,France,Clermont-Ferrand,13 Nov 1983
France,draw,15,15,0,9,6,Australia,Clermont-Ferrand,13 Nov 1983
France,won,15,6,+9,6,3,Australia,Parc des Princes,19 Nov 1983
Netherlands,won,28,3,+25,-,-,Denmark,Hilversum,19 Nov 1983
Australia,lost,6,15,-9,3,6,France,Parc des Princes,19 Nov 1983
Denmark,lost,3,28,-25,-,-,Netherlands,Hilversum,19 Nov 1983
England,won,15,9,+6,6,3,New Zealand,Twickenham,19 Nov 1983
New Zealand,lost,9,15,-6,3,6,England,Twickenham,19 Nov 1983
Romania,won,19,3,+16,-,-,,Bucharest,20 Nov 1983
Soviet Union,lost,3,19,-16,-,-,Romania,Bucharest,20 Nov 1983
France,won,26,15,+11,19,9,Romania,Toulouse,4 Dec 1983
Romania,lost,15,26,-11,9,19,France,Toulouse,4 Dec 1983
Belgium,won,31,9,+22,-,-,Denmark,Brussels,10 Dec 1983
Denmark,lost,9,31,-22,-,-,Belgium,Brussels,10 Dec 1983
East Germany,won,9,6,+3,-,-,Bulgaria,Falkensee,-
East Germany,won,12,6,+6,-,-,Bulgaria,Werder,-
Soviet Union,won,51,3,+48,-,-,East Germany,Warna,-
Bulgaria,lost,6,12,-6,-,-,East Germany,Werder,-
Bulgaria,lost,6,9,-3,-,-,East Germany,Falkensee,-
East Germany,lost,3,51,-48,-,-,,Warna,-
France,won,25,12,+13,16,9,Ireland,Parc des Princes,21 Jan 1984
Ireland,lost,12,25,-13,9,16,France,Parc des Princes,21 Jan 1984
Scotland,won,15,9,+6,6,3,Wales,Cardiff,21 Jan 1984
Wales,lost,9,15,-6,3,6,Scotland,Cardiff,21 Jan 1984
Scotland,won,18,6,+12,6,3,England,Murrayfield,4 Feb 1984
England,lost,6,18,-12,3,6,Scotland,Murrayfield,4 Feb 1984
Wales,won,18,9,+9,9,3,Ireland,Lansdowne Road,4 Feb 1984
Ireland,lost,9,18,-9,3,9,Wales,Lansdowne Road,4 Feb 1984
England,won,12,9,+3,9,6,Ireland,Twickenham,18 Feb 1984
France,won,21,16,+5,12,3,Wales,Cardiff,18 Feb 1984
Ireland,lost,9,12,-3,6,9,England,Twickenham,18 Feb 1984
Wales,lost,16,21,-5,3,12,France,Cardiff,18 Feb 1984
Italy,lost,16,38,-22,3,12,France XV,Chalon-sur-Saone,19 Feb 1984
Spain,won,32,6,+26,-,-,Netherlands,Madrid,25 Feb 1984
Netherlands,lost,6,32,-26,-,-,Spain,Madrid,25 Feb 1984
France,won,32,18,+14,9,6,England,Parc des Princes,3 Mar 1984
England,lost,18,32,-14,6,9,France,Parc des Princes,3 Mar 1984
Scotland,won,32,9,+23,22,0,Ireland,Lansdowne Road,3 Mar 1984
Ireland,lost,9,32,-23,0,22,Scotland,Lansdowne Road,3 Mar 1984
Morocco,lost,10,45,-35,6,13,France XV,Libourne,4 Mar 1984
Portugal,draw,6,6,0,-,-,Spain,Lisbon,11 Mar 1984
Spain,draw,6,6,0,-,-,Portugal,Lisbon,11 Mar 1984
Scotland,won,21,12,+9,3,6,France,Murrayfield,17 Mar 1984
Wales,won,24,15,+9,6,9,England,Twickenham,17 Mar 1984
England,lost,15,24,-9,9,6,Wales,Twickenham,17 Mar 1984
France,lost,12,21,-9,6,3,Scotland,Murrayfield,17 Mar 1984
Italy,won,27,0,+27,9,0,Morocco,Piacenza,18 Mar 1984
Morocco,lost,0,27,-27,0,9,Italy,Piacenza,18 Mar 1984
Spain,won,12,3,+9,-,-,Belgium,Valladolid,22 Mar 1984
Belgium,lost,3,12,-9,-,-,Spain,Valladolid,22 Mar 1984
Portugal,won,21,3,+18,-,-,Netherlands,Coimbra,24 Mar 1984
Netherlands,lost,3,21,-18,-,-,Portugal,Coimbra,24 Mar 1984
Portugal,won,13,9,+4,-,-,Belgium,Brussels,5 Apr 1984
Belgium,lost,9,13,-4,-,-,Portugal,Brussels,5 Apr 1984
Portugal,won,40,3,+37,-,-,Denmark,Copenhagen,8 Apr 1984
Denmark,lost,3,40,-37,-,-,Portugal,Copenhagen,8 Apr 1984
Czechia,won,15,3,+12,-,-,,Heidelburg,15 Apr 1984
West Germany,lost,3,15,-12,-,-,Czech Rep,Heidelburg,15 Apr 1984
Italy,won,12,6,+6,9,3,Romania,L\'Aquila,22 Apr 1984
Romania,lost,6,12,-6,3,9,Italy,L\'Aquila,22 Apr 1984
Kenya,won,56,7,+49,-,-,Zimbabwe,Harare,28 Apr 1984
Spain,won,53,13,+40,-,-,Denmark,Copenhagen,28 Apr 1984
Denmark,lost,13,53,-40,-,-,Spain,Copenhagen,28 Apr 1984
Zimbabwe,lost,7,56,-49,-,-,Kenya,Harare,28 Apr 1984
Poland,won,7,6,+1,-,-,Morocco,Rabat,29 Apr 1984
Morocco,lost,6,7,-1,-,-,Poland,Rabat,29 Apr 1984
Sweden,won,15,13,+2,-,-,,Norrkoping,5 May 1984
Tunisia,won,22,12,+10,-,-,Serbia & Mon,Split,5 May 1984
Serbia and Montenegro,lost,12,22,-10,-,-,Tunisia,Split,5 May 1984
West Germany,lost,13,15,-2,-,-,Sweden,Norrkoping,5 May 1984
Soviet Union,won,23,9,+14,-,-,Morocco,Rabat,6 May 1984
Morocco,lost,9,23,-14,-,-,,Rabat,6 May 1984
Tunisia,won,20,10,+10,16,6,Czech Rep,Prague,13 May 1984
Czechia,lost,10,20,-10,6,16,Tunisia,Prague,13 May 1984
Poland,lost,3,19,-16,3,3,France XV,Warsaw,16 May 1984
Spain,lost,9,16,-7,3,6,England U23,Seville,20 May 1984
Soviet Union,lost,3,32,-29,3,7,France XV,Moscow,20 May 1984
Romania,won,28,22,+6,9,16,Scotland,Bucharest,20 May 1984
Scotland,lost,22,28,-6,16,9,Romania,Bucharest,20 May 1984
Soviet Union,won,22,3,+19,-,-,Poland,Warsaw,27 May 1984
Poland,lost,3,22,-19,-,-,,Warsaw,27 May 1984
South Africa,won,33,15,+18,12,12,England,Port Elizabeth,2 Jun 1984
England,lost,15,33,-18,12,12,South Africa,Port Elizabeth,2 Jun 1984
Australia,won,16,3,+13,10,0,Fiji,Suva,9 Jun 1984
Fiji,lost,3,16,-13,0,10,Australia,Suva,9 Jun 1984
South Africa,won,35,9,+26,22,3,England,Johannesburg,9 Jun 1984
England,lost,9,35,-26,3,22,South Africa,Johannesburg,9 Jun 1984
United States of America,won,21,13,+8,-,-,Canada,Chicago,9 Jun 1984
Canada,lost,13,21,-8,-,-,USA,Chicago,9 Jun 1984
New Zealand,won,10,9,+1,3,3,France,Christchurch,16 Jun 1984
France,lost,9,10,-1,3,3,New Zealand,Christchurch,16 Jun 1984
New Zealand,won,31,18,+13,16,6,France,Auckland,23 Jun 1984
France,lost,18,31,-13,6,16,New Zealand,Auckland,23 Jun 1984
Fiji,won,17,10,+7,7,6,Samoa,Suva,30 Jun 1984
Samoa,lost,10,17,-7,6,7,Fiji,Suva,30 Jun 1984
Samoa,won,10,4,+6,-,-,Tonga,Suva,4 Jul 1984
Tonga,lost,4,10,-6,-,-,Samoa,Suva,4 Jul 1984
Tonga,won,16,10,+6,-,-,Fiji,Suva,7 Jul 1984
Fiji,lost,10,16,-6,-,-,Tonga,Suva,7 Jul 1984
Zimbabwe,won,22,13,+9,-,-,Spain,Bulawayo,7 Jul 1984
Spain,lost,13,22,-9,-,-,Zimbabwe,Bulawayo,7 Jul 1984
Spain,won,30,18,+12,-,-,Zimbabwe,Harare,14 Jul 1984
Zimbabwe,lost,18,30,-12,-,-,Spain,Harare,14 Jul 1984
Fiji,won,22,12,+10,15,6,Tonga,Suva,21 Jul 1984
Tonga,lost,12,22,-10,6,15,Fiji,Suva,21 Jul 1984
Australia,won,16,9,+7,9,6,New Zealand,Sydney,21 Jul 1984
New Zealand,lost,9,16,-7,6,9,Australia,Sydney,21 Jul 1984
New Zealand,won,19,15,+4,6,12,Australia,Brisbane,4 Aug 1984
Australia,lost,15,19,-4,12,6,New Zealand,Brisbane,4 Aug 1984
New Zealand,won,25,24,+1,19,15,Australia,Sydney,18 Aug 1984
Australia,lost,24,25,-1,15,19,New Zealand,Sydney,18 Aug 1984
Japan,lost,0,52,-52,0,18,France XV,Osaka,30 Sep 1984
Tunisia,lost,6,25,-19,-,-,France XV,Tunis,6 Oct 1984
Japan,lost,12,40,-28,4,15,France XV,Tokyo,7 Oct 1984
Czechia,won,4,3,+1,0,3,Poland,Havirov,13 Oct 1984
Poland,lost,3,4,-1,3,0,Czech Rep,Havirov,13 Oct 1984
Netherlands,won,27,3,+24,-,-,Sweden,Hilversum,14 Oct 1984
Sweden,lost,3,27,-24,-,-,Netherlands,Hilversum,14 Oct 1984
Belgium,won,19,3,+16,-,-,Sweden,Brussels,16 Oct 1984
Sweden,lost,3,19,-16,-,-,Belgium,Brussels,16 Oct 1984
South Africa,won,32,15,+17,10,12,S America,Pretoria,20 Oct 1984
South America,lost,15,32,-17,12,10,South Africa,Pretoria,20 Oct 1984
Italy,won,20,6,+14,3,3,Tunisia,Monastir,20 Oct 1984
Tunisia,lost,6,20,-14,3,3,Italy,Monastir,20 Oct 1984
Chinese Taipei,won,55,3,+52,-,-,Singapore,Fukuoka,21 Oct 1984
Korea,won,69,3,+66,-,-,Sri Lanka,Fukuoka,21 Oct 1984
Hong Kong,lost,0,54,-54,-,-,Japan XV,Fukuoka,21 Oct 1984
Singapore,lost,3,55,-52,-,-,C Taipai,Fukuoka,21 Oct 1984
Sri Lanka,lost,3,69,-66,-,-,Korea,Fukuoka,21 Oct 1984
Malaysia,draw,18,18,0,-,-,Thailand,Fukuoka,21 Oct 1984
Thailand,draw,18,18,0,-,-,Malaysia,Fukuoka,21 Oct 1984
Hong Kong,won,64,3,+61,-,-,Singapore,Fukuoka,23 Oct 1984
Korea,won,51,6,+45,-,-,Malaysia,Fukuoka,23 Oct 1984
Thailand,won,9,6,+3,-,-,Sri Lanka,Fukuoka,23 Oct 1984
Chinese Taipei,lost,4,44,-40,-,-,Japan XV,Fukuoka,23 Oct 1984
Malaysia,lost,6,51,-45,-,-,Korea,Fukuoka,23 Oct 1984
Singapore,lost,3,64,-61,-,-,Hong Kong,Fukuoka,23 Oct 1984
Sri Lanka,lost,6,9,-3,-,-,Thailand,Fukuoka,23 Oct 1984
Chinese Taipei,won,13,3,+10,-,-,Hong Kong,Fukuoka,25 Oct 1984
Korea,won,92,0,+92,-,-,Thailand,Fukuoka,25 Oct 1984
Sri Lanka,won,14,12,+2,-,-,Malaysia,Fukuoka,25 Oct 1984
Hong Kong,lost,3,13,-10,-,-,C Taipai,Fukuoka,25 Oct 1984
Malaysia,lost,12,14,-2,-,-,Sri Lanka,Fukuoka,25 Oct 1984
Thailand,lost,0,92,-92,-,-,Korea,Fukuoka,25 Oct 1984
Singapore,lost,6,84,-78,-,-,Japan XV,Fukuoka,26 Oct 1984
Fiji,lost,0,45,-45,0,21,NZ XV,Suva,27 Oct 1984
Japan,won,20,13,+7,12,6,Korea,Fukuoka,27 Oct 1984
Korea,lost,13,20,-7,6,12,Japan,Fukuoka,27 Oct 1984
Chinese Taipei,won,30,3,+27,-,-,Thailand,Fukuoka,27 Oct 1984
Thailand,lost,3,30,-27,-,-,C Taipai,Fukuoka,27 Oct 1984
South Africa,won,22,13,+9,12,7,S America,Cape Town,27 Oct 1984
South America,lost,13,22,-9,7,12,South Africa,Cape Town,27 Oct 1984
Australia,won,19,3,+16,3,3,England,Twickenham,3 Nov 1984
England,lost,3,19,-16,3,3,Australia,Twickenham,3 Nov 1984
Netherlands,won,23,10,+13,-,-,,Hanover,4 Nov 1984
West Germany,lost,10,23,-13,-,-,Netherlands,Hanover,4 Nov 1984
France,won,18,3,+15,6,0,Romania,Bucharest,10 Nov 1984
Romania,lost,3,18,-15,0,6,France,Bucharest,10 Nov 1984
Australia,won,16,9,+7,3,0,Ireland,Lansdowne Road,10 Nov 1984
Ireland,lost,9,16,-7,0,3,Australia,Lansdowne Road,10 Nov 1984
Poland,lost,6,22,-16,-,-,Italy U21,Pieve di Centro,15 Nov 1984
Spain,won,17,15,+2,-,-,Tunisia,Sfax,17 Nov 1984
Poland,lost,3,19,-16,-,-,Italy B,Parma,17 Nov 1984
Tunisia,lost,15,17,-2,-,-,Spain,Sfax,17 Nov 1984
Italy,won,13,12,+1,7,6,,L\'Aquila,18 Nov 1984
Soviet Union,lost,12,13,-1,6,7,Italy,L\'Aquila,18 Nov 1984
Australia,won,28,9,+19,13,3,Wales,Cardiff,24 Nov 1984
Wales,lost,9,28,-19,3,13,Australia,Cardiff,24 Nov 1984
Australia,won,37,12,+25,12,9,Scotland,Murrayfield,8 Dec 1984
Scotland,lost,12,37,-25,9,12,Australia,Murrayfield,8 Dec 1984
Belgium,won,14,12,+2,-,-,,Arlon,9 Dec 1984
West Germany,lost,12,14,-2,-,-,Belgium,Arlon,9 Dec 1984
Romania,won,33,19,+14,-,-,Spain,Madrid,16 Dec 1984
Spain,lost,19,33,-14,-,-,Romania,Madrid,16 Dec 1984
Cayman Islands,won,22,18,+4,-,-,Mexico,Mexico City,-
Thailand,won,16,3,+13,-,-,Malaysia,Kuala Lumpur,-
Malaysia,lost,3,16,-13,-,-,Thailand,Kuala Lumpur,-
Mexico,lost,18,22,-4,-,-,Cayman Is,Mexico City,-
England,won,22,15,+7,15,9,Romania,Twickenham,5 Jan 1985
Romania,lost,15,22,-7,9,15,England,Twickenham,5 Jan 1985
England,draw,9,9,0,3,6,France,Twickenham,2 Feb 1985
France,draw,9,9,0,6,3,England,Twickenham,2 Feb 1985
Ireland,won,18,15,+3,3,6,Scotland,Murrayfield,2 Feb 1985
Scotland,lost,15,18,-3,6,3,Ireland,Murrayfield,2 Feb 1985
France,won,11,3,+8,11,3,Scotland,Parc des Princes,16 Feb 1985
Scotland,lost,3,11,-8,3,11,France,Parc des Princes,16 Feb 1985
Spain,lost,6,34,-28,3,24,France XV,Saint-Gaudens,17 Feb 1985
Wales,won,25,21,+4,9,9,Scotland,Murrayfield,2 Mar 1985
Scotland,lost,21,25,-4,9,9,Wales,Murrayfield,2 Mar 1985
France,draw,15,15,0,9,12,Ireland,Lansdowne Road,2 Mar 1985
Ireland,draw,15,15,0,12,9,France,Lansdowne Road,2 Mar 1985
Italy,lost,9,22,-13,6,6,France XV,Treviso,3 Mar 1985
England,won,10,7,+3,6,4,Scotland,Twickenham,16 Mar 1985
Ireland,won,21,9,+12,12,9,Wales,Cardiff,16 Mar 1985
Scotland,lost,7,10,-3,4,6,England,Twickenham,16 Mar 1985
Wales,lost,9,21,-12,9,12,Ireland,Cardiff,16 Mar 1985
Portugal,won,12,6,+6,-,-,Morocco,Rabat,17 Mar 1985
Morocco,lost,6,12,-6,-,-,Portugal,Rabat,17 Mar 1985
Netherlands,won,15,3,+12,-,-,Belgium,Hilversum,24 Mar 1985
Belgium,lost,3,15,-12,-,-,Netherlands,Hilversum,24 Mar 1985
France,won,14,3,+11,7,3,Wales,Parc des Princes,30 Mar 1985
Wales,lost,3,14,-11,3,7,France,Parc des Princes,30 Mar 1985
Ireland,won,13,10,+3,7,3,England,Lansdowne Road,30 Mar 1985
England,lost,10,13,-3,3,7,Ireland,Lansdowne Road,30 Mar 1985
West Germany,won,30,12,+18,22,12,Switzerland,Heidelburg,31 Mar 1985
Switzerland,lost,12,30,-18,12,22,,Heidelburg,31 Mar 1985
Romania,won,7,6,+1,3,3,Italy,Brasov,14 Apr 1985
Italy,lost,6,7,-1,3,3,Romania,Brasov,14 Apr 1985
Poland,won,28,6,+22,-,-,Morocco,Sochacewz,14 Apr 1985
Morocco,lost,6,28,-22,-,-,Poland,Sochacewz,14 Apr 1985
Italy,lost,9,21,-12,0,18,England B,Twickenham,17 Apr 1985
Portugal,won,18,0,+18,12,0,Czech Rep,Lisbon,18 Apr 1985
Czechia,lost,0,18,-18,0,12,Portugal,Lisbon,18 Apr 1985
Spain,lost,9,80,-71,-,-,Wales B,Bridgend,19 Apr 1985
Netherlands,won,19,12,+7,4,12,Switzerland,Hilversum,20 Apr 1985
Switzerland,lost,12,19,-7,12,4,Netherlands,Hilversum,20 Apr 1985
Wales,won,24,15,+9,12,12,England,Cardiff,20 Apr 1985
England,lost,15,24,-9,12,12,Wales,Cardiff,20 Apr 1985
United States of America,won,16,15,+1,12,9,Japan,Tokyo,21 Apr 1985
Japan,lost,15,16,-1,9,12,USA,Tokyo,21 Apr 1985
Czechia,won,22,6,+16,10,0,Morocco,Rabat,21 Apr 1985
Morocco,lost,6,22,-16,0,10,Czech Rep,Rabat,21 Apr 1985
Sweden,won,16,0,+16,-,-,Denmark,Malmo,27 Apr 1985
Denmark,lost,0,16,-16,-,-,Sweden,Malmo,27 Apr 1985
Portugal,won,14,0,+14,-,-,Poland,Lisbon,28 Apr 1985
Poland,lost,0,14,-14,-,-,Portugal,Lisbon,28 Apr 1985
Soviet Union,won,15,9,+6,-,-,Spain,Seville,1 May 1985
Spain,lost,9,15,-6,-,-,,Seville,1 May 1985
West Germany,won,18,6,+12,-,-,Sweden,Karlskrona,4 May 1985
Sweden,lost,6,18,-12,-,-,,Karlskrona,4 May 1985
West Germany,won,21,4,+17,-,-,Denmark,Copenhagen,5 May 1985
Denmark,lost,4,21,-17,-,-,,Copenhagen,5 May 1985
Romania,won,30,3,+27,-,-,Tunisia,Barlad,12 May 1985
Tunisia,lost,3,30,-27,-,-,Romania,Barlad,12 May 1985
Italy,won,22,13,+9,6,6,Spain,Mantova,18 May 1985
Spain,lost,13,22,-9,6,6,Italy,Mantova,18 May 1985
Soviet Union,lost,21,36,-15,0,20,France XV,Tulle,19 May 1985
Japan,lost,13,48,-35,3,23,Ireland XV,Osaka,26 May 1985
Soviet Union,won,14,6,+8,-,-,Romania,Kiev,31 May 1985
Romania,lost,6,14,-8,-,-,,Kiev,31 May 1985
New Zealand,won,18,13,+5,12,13,England,Christchurch,1 Jun 1985
England,lost,13,18,-5,13,12,New Zealand,Christchurch,1 Jun 1985
Fiji,won,18,17,+1,9,7,Samoa,Apia,1 Jun 1985
Samoa,lost,17,18,-1,7,9,Fiji,Apia,1 Jun 1985
Japan,lost,15,33,-18,12,12,Ireland XV,Tokyo,2 Jun 1985
Brazil,lost,6,41,-35,-,-,France XV,Rio de Janeiro,5 Jun 1985
Tonga,won,24,21,+3,12,9,Fiji,Apia,5 Jun 1985
Fiji,lost,21,24,-3,9,12,Tonga,Apia,5 Jun 1985
New Zealand,won,42,15,+27,13,9,England,Wellington,8 Jun 1985
England,lost,15,42,-27,9,13,New Zealand,Wellington,8 Jun 1985
Samoa,won,11,3,+8,-,-,Tonga,Apia,8 Jun 1985
Tonga,lost,3,11,-8,-,-,Samoa,Apia,8 Jun 1985
Australia,won,59,3,+56,25,3,Canada,Sydney,15 Jun 1985
Canada,lost,3,59,-56,3,25,Australia,Sydney,15 Jun 1985
Italy,won,25,6,+19,10,6,Zimbabwe,Bulawayo,22 Jun 1985
Zimbabwe,lost,6,25,-19,6,10,Italy,Bulawayo,22 Jun 1985
Argentina,won,24,16,+8,15,6,France,Buenos Aires,22 Jun 1985
France,lost,16,24,-8,6,15,Argentina,Buenos Aires,22 Jun 1985
Samoa,won,7,6,+1,-,-,Tonga,Apia,22 Jun 1985
Tonga,lost,6,7,-1,-,-,Samoa,Apia,22 Jun 1985
Australia,won,43,15,+28,26,9,Canada,Brisbane,23 Jun 1985
Canada,lost,15,43,-28,9,26,Australia,Brisbane,23 Jun 1985
New Zealand,won,10,9,+1,6,3,Australia,Auckland,29 Jun 1985
Australia,lost,9,10,-1,3,6,New Zealand,Auckland,29 Jun 1985
France,won,23,15,+8,16,6,Argentina,Buenos Aires,29 Jun 1985
Argentina,lost,15,23,-8,6,16,France,Buenos Aires,29 Jun 1985
Italy,won,12,10,+2,6,4,Zimbabwe,Harare,30 Jun 1985
Zimbabwe,lost,10,12,-2,4,6,Italy,Harare,30 Jun 1985
Uruguay,lost,6,34,-28,3,16,France XV,Montevideo,30 Jun 1985
Australia,won,52,28,+24,37,9,Fiji,Brisbane,10 Aug 1985
Fiji,lost,28,52,-24,9,37,Australia,Brisbane,10 Aug 1985
Australia,won,31,9,+22,10,6,Fiji,Sydney,17 Aug 1985
Fiji,lost,9,31,-22,6,10,Australia,Sydney,17 Aug 1985
Zimbabwe,won,15,12,+3,-,-,Kenya,Nairobi,14 Sep 1985
Kenya,lost,12,15,-3,-,-,Zimbabwe,Nairobi,14 Sep 1985
Chile,won,15,12,+3,-,-,Paraguay,Asuncion,15 Sep 1985
Paraguay,lost,12,15,-3,-,-,Chile,Asuncion,15 Sep 1985
Argentina,won,63,16,+47,22,7,Uruguay,Asuncion,17 Sep 1985
Chile,won,31,3,+28,-,-,Peru,Vina del Mar,17 Sep 1985
Peru,lost,3,31,-28,-,-,Chile,Vina del Mar,17 Sep 1985
Uruguay,lost,16,63,-47,7,22,Argentina,Asuncion,17 Sep 1985
Argentina,won,59,6,+53,-,-,Chile,Asuncion,19 Sep 1985
Chile,lost,6,59,-53,-,-,Argentina,Asuncion,19 Sep 1985
Paraguay,draw,9,9,0,-,-,Uruguay,Asuncion,19 Sep 1985
Uruguay,draw,9,9,0,-,-,Paraguay,Asuncion,19 Sep 1985
Argentina,won,102,3,+99,-,-,Paraguay,Asuncion,21 Sep 1985
Uruguay,won,10,3,+7,-,-,Chile,Asuncion,21 Sep 1985
Chile,lost,3,10,-7,-,-,Uruguay,Asuncion,21 Sep 1985
Paraguay,lost,3,102,-99,-,-,Argentina,Asuncion,21 Sep 1985
Portugal,won,18,17,+1,-,-,Zimbabwe,Lisbon,2 Oct 1985
Zimbabwe,lost,17,18,-1,-,-,Portugal,Lisbon,2 Oct 1985
Netherlands,won,16,11,+5,-,-,Sweden,Arstad,5 Oct 1985
Sweden,lost,11,16,-5,-,-,Netherlands,Arstad,5 Oct 1985
Spain,won,13,12,+1,-,-,Zimbabwe,Madrid,6 Oct 1985
Zimbabwe,lost,12,13,-1,-,-,Spain,Madrid,6 Oct 1985
Denmark,won,28,12,+16,-,-,Norway,Oslo,8 Oct 1985
Norway,lost,12,28,-16,-,-,Denmark,Oslo,8 Oct 1985
Tunisia,won,12,9,+3,-,-,Spain,Lavelanet,12 Oct 1985
Spain,lost,9,12,-3,-,-,Tunisia,Lavelanet,12 Oct 1985
Fiji,lost,15,16,-1,-,-,Ireland XV,Lansdowne Road,19 Oct 1985
Japan,lost,0,50,-50,0,14,France XV,Dax,19 Oct 1985
Romania,won,16,12,+4,-,-,,Bucharest,20 Oct 1985
Soviet Union,lost,12,16,-4,-,-,Romania,Bucharest,20 Oct 1985
Japan,lost,0,52,-52,0,26,France XV,Nantes,26 Oct 1985
New Zealand,won,33,20,+13,15,14,Argentina,Buenos Aires,26 Oct 1985
Argentina,lost,20,33,-13,14,15,New Zealand,Buenos Aires,26 Oct 1985
Spain,won,24,3,+21,-,-,Poland,Sopot,27 Oct 1985
Poland,lost,3,24,-21,-,-,Spain,Sopot,27 Oct 1985
Tunisia,lost,0,33,-33,-,-,France XV,-,1 Nov 1985
Argentina,draw,21,21,0,9,18,New Zealand,Buenos Aires,2 Nov 1985
New Zealand,draw,21,21,0,18,9,Argentina,Buenos Aires,2 Nov 1985
Wales,won,40,3,+37,-,-,Fiji,Cardiff,9 Nov 1985
Fiji,lost,3,40,-37,-,-,Wales,Cardiff,9 Nov 1985
Soviet Union,won,15,13,+2,0,9,Italy,Moscow,10 Nov 1985
Italy,lost,13,15,-2,9,0,,Moscow,10 Nov 1985
West Germany,won,13,11,+2,-,-,Spain,Hanover,10 Nov 1985
Spain,lost,11,13,-2,-,-,,Hanover,10 Nov 1985
Canada,won,21,10,+11,15,6,USA,Vancouver,16 Nov 1985
United States of America,lost,10,21,-11,6,15,Canada,Vancouver,16 Nov 1985
Czechia,won,14,3,+11,4,3,Belgium,Prague,19 Nov 1985
Belgium,lost,3,14,-11,3,4,Czech Rep,Prague,19 Nov 1985
West Germany,won,15,0,+15,-,-,Denmark,Essen,23 Nov 1985
Denmark,lost,0,15,-15,-,-,,Essen,23 Nov 1985
West Germany,won,18,10,+8,15,4,Switzerland,Geneva,1 Dec 1985
